date,rank,song,artist,last-week,peak-rank,weeks-on-board,song_clean,artist_clean
2021-01-23,10,Good Days,SZA,23.0,10,3,good days,sza
2021-01-23,11,34+35,Ariana Grande,13.0,8,11,34 35,ariana grande
2021-01-23,12,Lonely,Justin Bieber & benny blanco,18.0,12,13,lonely,justin bieber and benny blanco
2021-01-23,13,Laugh Now Cry Later,Drake Featuring Lil Durk,8.0,2,22,laugh now cry later,drake featuring lil durk
2021-01-23,14,I Hope,Gabby Barrett Featuring Charlie Puth,10.0,3,55,i hope,gabby barrett featuring charlie puth
2021-01-23,15,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,11.0,6,28,for the night,pop smoke featuring lil baby and dababy
2021-01-23,16,More Than My Hometown,Morgan Wallen,27.0,15,29,more than my hometown,morgan wallen
2021-01-23,17,Therefore I Am,Billie Eilish,14.0,2,10,therefore i am,billie eilish
2021-01-23,18,7 Summers,Morgan Wallen,53.0,6,21,7 summers,morgan wallen
2021-01-23,19,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,12.0,6,22,lemonade,internet money and gunna featuring don toliver and nav
2021-01-23,20,Body,Megan Thee Stallion,16.0,12,8,body,megan thee stallion
2021-01-23,21,Save Your Tears,The Weeknd,46.0,21,5,save your tears,the weeknd
2021-01-23,22,Anyone,Justin Bieber,6.0,6,2,anyone,justin bieber
2021-01-23,23,Dakiti,Bad Bunny & Jhay Cortez,17.0,5,11,dakiti,bad bunny and jhay cortez
2021-01-23,24,Better Together,Luke Combs,19.0,19,15,better together,luke combs
2021-01-23,25,Whoopty,CJ,21.0,21,10,whoopty,cj
2021-01-23,26,Somebody's Problem,Morgan Wallen,81.0,25,5,somebody's problem,morgan wallen
2021-01-23,27,What You Know Bout Love,Pop Smoke,20.0,20,19,what you know bout love,pop smoke
2021-01-23,28,Kings & Queens,Ava Max,15.0,13,23,kings and queens,ava max
2021-01-23,29,Willow,Taylor Swift,22.0,1,5,willow,taylor swift
2021-01-23,30,I Should Probably Go To Bed,Dan + Shay,28.0,28,23,i should probably go to bed,dan shay
2021-01-23,31,Before You Go,Lewis Capaldi,24.0,9,47,before you go,lewis capaldi
2021-01-23,32,Sand In My Boots,Morgan Wallen,0.0,32,1,sand in my boots,morgan wallen
2021-01-23,33,You Broke Me First.,Tate McRae,40.0,33,21,you broke me first,tate mcrae
2021-01-23,34,Rockstar,DaBaby Featuring Roddy Ricch,26.0,1,38,rockstar,dababy featuring roddy ricch
2021-01-23,35,Dynamite,BTS,25.0,1,21,dynamite,bts
2021-01-23,36,Afterglow,Ed Sheeran,29.0,29,4,afterglow,ed sheeran
2021-01-23,37,On Me,Lil Baby,38.0,30,6,on me,lil baby
2021-01-23,38,Starting Over,Chris Stapleton,30.0,25,20,starting over,chris stapleton
2021-01-23,39,Best Friend,Saweetie Featuring Doja Cat,0.0,39,1,best friend,saweetie featuring doja cat
2021-01-23,40,My Ex's Best Friend,Machine Gun Kelly X blackbear,41.0,28,22,my ex's best friend,machine gun kelly x blackbear
2021-01-23,41,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",34.0,2,48,whats poppin,jack harlow featuring dababy tory lanez and lil wayne
2021-01-23,42,Warning,Morgan Wallen,0.0,42,1,warning,morgan wallen
2021-01-23,43,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,31.0,1,29,savage love,jawsh 685 x jason derulo
2021-01-23,44,Good Time,Niko Moon,48.0,44,15,good time,niko moon
2021-01-23,45,Still Goin Down,Morgan Wallen,98.0,45,4,still goin down,morgan wallen
2021-01-23,46,865,Morgan Wallen,0.0,46,1,865,morgan wallen
2021-01-23,47,Diamonds,Sam Smith,39.0,39,17,diamonds,sam smith
2021-01-23,48,WAP,Cardi B Featuring Megan Thee Stallion,35.0,1,23,wap,cardi b featuring megan thee stallion
2021-01-23,49,Hole In The Bottle,Kelsea Ballerini,45.0,45,13,hole in the bottle,kelsea ballerini
2021-01-23,50,Hawai,Maluma & The Weeknd,43.0,12,21,hawai,maluma and the weeknd
2021-01-23,51,Cry Baby,Megan Thee Stallion Featuring DaBaby,44.0,44,6,cry baby,megan thee stallion featuring dababy
2021-01-23,52,Cover Me Up,Morgan Wallen,0.0,52,2,cover me up,morgan wallen
2021-01-23,53,Champagne Night,Lady A,33.0,33,12,champagne night,lady a
2021-01-23,54,You're Mines Still,Yung Bleu Featuring Drake,56.0,52,6,you're mines still,yung bleu featuring drake
2021-01-23,55,Monster,Shawn Mendes & Justin Bieber,36.0,8,8,monster,shawn mendes and justin bieber
2021-01-23,56,B.S.,Jhene Aiko Featuring H.E.R.,52.0,24,23,b s,jhene aiko featuring h e r
2021-01-23,57,Without You,The Kid LAROI,54.0,54,6,without you,the kid laroi
2021-01-23,58,Holiday,Lil Nas X,47.0,37,9,holiday,lil nas x
2021-01-23,59,"Big, Big Plans",Chris Lane,49.0,42,15,big big plans,chris lane
2021-01-23,60,Love You Like I Used To,Russell Dickerson,50.0,31,19,love you like i used to,russell dickerson
2021-01-23,61,Still Trappin',Lil Durk & King Von,59.0,53,3,still trappin',lil durk and king von
2021-01-23,62,Dangerous,Morgan Wallen,0.0,62,1,dangerous,morgan wallen
2021-01-23,63,Neon Eyes,Morgan Wallen,0.0,63,1,neon eyes,morgan wallen
2021-01-23,64,Damage,H.E.R.,66.0,64,5,damage,h e r
2021-01-23,65,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,55.0,10,15,mr right now,21 savage and metro boomin featuring drake
2021-01-23,66,More Surprised Than Me,Morgan Wallen,0.0,66,1,more surprised than me,morgan wallen
2021-01-23,67,Forever After All,Luke Combs,51.0,2,12,forever after all,luke combs
2021-01-23,68,Back To The Streets,Saweetie Featuring Jhene Aiko,63.0,63,8,back to the streets,saweetie featuring jhene aiko
2021-01-23,69,Throat Baby (Go Baby),BRS Kash,58.0,58,13,throat baby,brs kash
2021-01-23,70,Happy Does,Kenny Chesney,69.0,69,9,happy does,kenny chesney
2021-01-23,71,Tyler Herro,Jack Harlow,61.0,34,12,tyler herro,jack harlow
2021-01-23,72,Take You Dancing,Jason Derulo,57.0,57,6,take you dancing,jason derulo
2021-01-23,73,Prisoner,Miley Cyrus Featuring Dua Lipa,60.0,54,8,prisoner,miley cyrus featuring dua lipa
2021-01-23,74,Livin' The Dream,Morgan Wallen,0.0,74,2,livin' the dream,morgan wallen
2021-01-23,75,Put Your Records On,Ritt Momney,67.0,67,13,put your records on,ritt momney
2021-01-23,76,What's Your Country Song,Thomas Rhett,68.0,68,4,what's your country song,thomas rhett
2021-01-23,77,Beers And Sunshine,Darius Rucker,64.0,64,5,beers and sunshine,darius rucker
2021-01-23,78,Back In Blood,Pooh Shiesty Featuring Lil Durk,93.0,78,2,back in blood,pooh shiesty featuring lil durk
2021-01-23,79,Long Live,Florida Georgia Line,79.0,79,2,long live,florida georgia line
2021-01-23,80,Hit Different,SZA Featuring Ty Dolla $ign,62.0,29,18,hit different,sza featuring ty dolla ign
2021-01-23,81,Monsters,All Time Low Featuring Demi Lovato & blackbear ,70.0,70,3,monsters,all time low featuring demi lovato and blackbear
2021-01-23,82,Down To One,Luke Bryan,72.0,72,3,down to one,luke bryan
2021-01-23,83,Whiskey'd My Way,Morgan Wallen,0.0,83,1,whiskey'd my way,morgan wallen
2021-01-23,84,Your Bartender,Morgan Wallen,0.0,84,1,your bartender,morgan wallen
2021-01-23,85,Golden,Harry Styles,65.0,65,12,golden,harry styles
2021-01-23,86,Outlaw,Morgan Wallen Featuring Ben Burgess,0.0,86,1,outlaw,morgan wallen featuring ben burgess
2021-01-23,87,Just The Way,Parmalee x Blanco Brown,75.0,75,3,just the way,parmalee x blanco brown
2021-01-23,88,Bichota,Karol G,73.0,73,7,bichota,karol g
2021-01-23,89,The Good Ones,Gabby Barrett,77.0,77,3,the good ones,gabby barrett
2021-01-23,90,Only Thing That's Gone,Morgan Wallen Featuring Chris Stapleton,0.0,90,1,only thing that's gone,morgan wallen featuring chris stapleton
2021-01-23,91,Streets,Doja Cat,0.0,91,1,streets,doja cat
2021-01-23,92,This Bar,Morgan Wallen,0.0,92,1,this bar,morgan wallen
2021-01-23,93,Wonderin' Bout The Wind,Morgan Wallen,0.0,93,1,wonderin' bout the wind,morgan wallen
2021-01-23,94,So Done,The Kid LAROI,80.0,59,10,so done,the kid laroi
2021-01-23,95,Pick Up Your Feelings,Jazmine Sullivan,0.0,95,1,pick up your feelings,jazmine sullivan
2021-01-23,96,Adderall (Corvette Corvette),Popp Hunna,78.0,74,4,adderall,popp hunna
2021-01-23,97,Girl Like Me,Jazmine Sullivan Featuring H.E.R.,0.0,97,1,girl like me,jazmine sullivan featuring h e r
2021-01-23,98,Midnight Sky,Miley Cyrus,71.0,14,20,midnight sky,miley cyrus
2021-01-23,99,Moonwalking In Calabasas,DDG,82.0,82,3,moonwalking in calabasas,ddg
2021-01-23,100,Buss It,Erica Banks,0.0,100,1,buss it,erica banks
2021-01-16,1,Mood,24kGoldn Featuring iann dior,1.0,1,22,mood,24kgoldn featuring iann dior
2021-01-16,2,Positions,Ariana Grande,2.0,1,11,positions,ariana grande
2021-01-16,3,Blinding Lights,The Weeknd,3.0,1,57,blinding lights,the weeknd
2021-01-16,4,Holy,Justin Bieber Featuring Chance The Rapper,4.0,3,16,holy,justin bieber featuring chance the rapper
2021-01-16,5,Go Crazy,Chris Brown & Young Thug,6.0,5,35,go crazy,chris brown and young thug
2021-01-16,6,Anyone,Justin Bieber,0.0,6,1,anyone,justin bieber
2021-01-16,7,Levitating,Dua Lipa Featuring DaBaby,10.0,7,14,levitating,dua lipa featuring dababy
2021-01-16,8,Laugh Now Cry Later,Drake Featuring Lil Durk,7.0,2,21,laugh now cry later,drake featuring lil durk
2021-01-16,9,Bang!,AJR,11.0,9,27,bang,ajr
2021-01-16,10,I Hope,Gabby Barrett Featuring Charlie Puth,8.0,3,54,i hope,gabby barrett featuring charlie puth
2021-01-16,11,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,13.0,6,27,for the night,pop smoke featuring lil baby and dababy
2021-01-16,12,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,14.0,6,21,lemonade,internet money and gunna featuring don toliver and nav
2021-01-16,13,34+35,Ariana Grande,19.0,8,10,34 35,ariana grande
2021-01-16,14,Therefore I Am,Billie Eilish,18.0,2,9,therefore i am,billie eilish
2021-01-16,15,Kings & Queens,Ava Max,16.0,13,22,kings and queens,ava max
2021-01-16,16,Body,Megan Thee Stallion,21.0,12,7,body,megan thee stallion
2021-01-16,17,Dakiti,Bad Bunny & Jhay Cortez,20.0,5,10,dakiti,bad bunny and jhay cortez
2021-01-16,18,Lonely,Justin Bieber & benny blanco,25.0,14,12,lonely,justin bieber and benny blanco
2021-01-16,19,Better Together,Luke Combs,24.0,19,14,better together,luke combs
2021-01-16,20,What You Know Bout Love,Pop Smoke,22.0,20,18,what you know bout love,pop smoke
2021-01-16,21,Whoopty,CJ,27.0,21,9,whoopty,cj
2021-01-16,22,Willow,Taylor Swift,23.0,1,4,willow,taylor swift
2021-01-16,23,Good Days,SZA,38.0,23,2,good days,sza
2021-01-16,24,Before You Go,Lewis Capaldi,30.0,9,46,before you go,lewis capaldi
2021-01-16,25,Dynamite,BTS,5.0,1,20,dynamite,bts
2021-01-16,26,Rockstar,DaBaby Featuring Roddy Ricch,26.0,1,37,rockstar,dababy featuring roddy ricch
2021-01-16,27,More Than My Hometown,Morgan Wallen,33.0,15,28,more than my hometown,morgan wallen
2021-01-16,28,I Should Probably Go To Bed,Dan + Shay,37.0,28,22,i should probably go to bed,dan shay
2021-01-16,29,Afterglow,Ed Sheeran,32.0,29,3,afterglow,ed sheeran
2021-01-16,30,Starting Over,Chris Stapleton,35.0,25,19,starting over,chris stapleton
2021-01-16,31,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,31.0,1,28,savage love,jawsh 685 x jason derulo
2021-01-16,32,Happy Anywhere,Blake Shelton Featuring Gwen Stefani,42.0,32,22,happy anywhere,blake shelton featuring gwen stefani
2021-01-16,33,Champagne Night,Lady A,52.0,33,11,champagne night,lady a
2021-01-16,34,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",34.0,2,47,whats poppin,jack harlow featuring dababy tory lanez and lil wayne
2021-01-16,35,WAP,Cardi B Featuring Megan Thee Stallion,36.0,1,22,wap,cardi b featuring megan thee stallion
2021-01-16,36,Monster,Shawn Mendes & Justin Bieber,45.0,8,7,monster,shawn mendes and justin bieber
2021-01-16,37,Pretty Heart,Parker McCollum,40.0,36,22,pretty heart,parker mccollum
2021-01-16,38,On Me,Lil Baby,48.0,30,5,on me,lil baby
2021-01-16,39,Diamonds,Sam Smith,46.0,39,16,diamonds,sam smith
2021-01-16,40,You Broke Me First.,Tate McRae,51.0,40,20,you broke me first,tate mcrae
2021-01-16,41,My Ex's Best Friend,Machine Gun Kelly X blackbear,56.0,28,21,my ex's best friend,machine gun kelly x blackbear
2021-01-16,42,Watermelon Sugar,Harry Styles,47.0,1,39,watermelon sugar,harry styles
2021-01-16,43,Hawai,Maluma & The Weeknd,49.0,12,20,hawai,maluma and the weeknd
2021-01-16,44,Cry Baby,Megan Thee Stallion Featuring DaBaby,57.0,44,5,cry baby,megan thee stallion featuring dababy
2021-01-16,45,Hole In The Bottle,Kelsea Ballerini,58.0,45,12,hole in the bottle,kelsea ballerini
2021-01-16,46,Save Your Tears,The Weeknd,95.0,41,4,save your tears,the weeknd
2021-01-16,47,Holiday,Lil Nas X,43.0,37,8,holiday,lil nas x
2021-01-16,48,Good Time,Niko Moon,61.0,48,14,good time,niko moon
2021-01-16,49,"Big, Big Plans",Chris Lane,54.0,42,14,big big plans,chris lane
2021-01-16,50,Love You Like I Used To,Russell Dickerson,60.0,31,18,love you like i used to,russell dickerson
2021-01-16,51,Forever After All,Luke Combs,55.0,2,11,forever after all,luke combs
2021-01-16,52,B.S.,Jhene Aiko Featuring H.E.R.,59.0,24,22,b s,jhene aiko featuring h e r
2021-01-16,53,7 Summers,Morgan Wallen,63.0,6,20,7 summers,morgan wallen
2021-01-16,54,Without You,The Kid LAROI,65.0,54,5,without you,the kid laroi
2021-01-16,55,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,64.0,10,14,mr right now,21 savage and metro boomin featuring drake
2021-01-16,56,You're Mines Still,Yung Bleu Featuring Drake,69.0,52,5,you're mines still,yung bleu featuring drake
2021-01-16,57,Take You Dancing,Jason Derulo,79.0,57,5,take you dancing,jason derulo
2021-01-16,58,Throat Baby (Go Baby),BRS Kash,66.0,58,12,throat baby,brs kash
2021-01-16,59,Still Trappin',Lil Durk & King Von,53.0,53,2,still trappin',lil durk and king von
2021-01-16,60,Prisoner,Miley Cyrus Featuring Dua Lipa,67.0,54,7,prisoner,miley cyrus featuring dua lipa
2021-01-16,61,Tyler Herro,Jack Harlow,68.0,34,11,tyler herro,jack harlow
2021-01-16,62,Hit Different,SZA Featuring Ty Dolla $ign,70.0,29,17,hit different,sza featuring ty dolla ign
2021-01-16,63,Back To The Streets,Saweetie Featuring Jhene Aiko,77.0,63,7,back to the streets,saweetie featuring jhene aiko
2021-01-16,64,Beers And Sunshine,Darius Rucker,76.0,64,4,beers and sunshine,darius rucker
2021-01-16,65,Golden,Harry Styles,75.0,65,11,golden,harry styles
2021-01-16,66,Damage,H.E.R.,78.0,66,4,damage,h e r
2021-01-16,67,Put Your Records On,Ritt Momney,84.0,67,12,put your records on,ritt momney
2021-01-16,68,What's Your Country Song,Thomas Rhett,80.0,68,3,what's your country song,thomas rhett
2021-01-16,69,Happy Does,Kenny Chesney,87.0,69,8,happy does,kenny chesney
2021-01-16,70,Monsters,All Time Low Featuring Demi Lovato & blackbear ,88.0,70,2,monsters,all time low featuring demi lovato and blackbear
2021-01-16,71,Midnight Sky,Miley Cyrus,81.0,14,19,midnight sky,miley cyrus
2021-01-16,72,Down To One,Luke Bryan,91.0,72,2,down to one,luke bryan
2021-01-16,73,Bichota,Karol G,85.0,73,6,bichota,karol g
2021-01-16,74,Backdoor,Lil Durk,62.0,62,3,backdoor,lil durk
2021-01-16,75,Just The Way,Parmalee x Blanco Brown,97.0,75,2,just the way,parmalee x blanco brown
2021-01-16,76,Ain't Always The Cowboy,Jon Pardi,83.0,55,18,ain't always the cowboy,jon pardi
2021-01-16,77,The Good Ones,Gabby Barrett,100.0,77,2,the good ones,gabby barrett
2021-01-16,78,Adderall (Corvette Corvette),Popp Hunna,74.0,74,3,adderall,popp hunna
2021-01-16,79,Long Live,Florida Georgia Line,0.0,79,1,long live,florida georgia line
2021-01-16,80,So Done,The Kid LAROI,96.0,59,9,so done,the kid laroi
2021-01-16,81,Somebody's Problem,Morgan Wallen,0.0,25,4,somebody's problem,morgan wallen
2021-01-16,82,Moonwalking In Calabasas,DDG,0.0,82,2,moonwalking in calabasas,ddg
2021-01-16,83,Way Out,Jack Harlow Featuring Big Sean,98.0,74,4,way out,jack harlow featuring big sean
2021-01-16,84,Stay Down,"Lil Durk, 6LACK & Young Thug",73.0,73,3,stay down,lil durk 6lack and young thug
2021-01-16,85,Some Girls,Jameson Rodgers,0.0,29,17,some girls,jameson rodgers
2021-01-16,86,Took Her To The O,King Von,94.0,47,8,took her to the o,king von
2021-01-16,87,Girl Like Me,Black Eyed Peas X Shakira,0.0,87,1,girl like me,black eyed peas x shakira
2021-01-16,88,Momma's House,Dustin Lynch,0.0,88,1,momma's house,dustin lynch
2021-01-16,89,One Too Many,Keith Urban Duet With P!nk,0.0,62,5,one too many,keith urban duet with p nk
2021-01-16,90,Kacey Talk,YoungBoy Never Broke Again,0.0,50,15,kacey talk,youngboy never broke again
2021-01-16,91,Wonder,Shawn Mendes,0.0,18,11,wonder,shawn mendes
2021-01-16,92,La Noche de Anoche,Bad Bunny & Rosalia,0.0,53,3,la noche de anoche,bad bunny and rosalia
2021-01-16,93,Back In Blood,Pooh Shiesty Featuring Lil Durk,0.0,93,1,back in blood,pooh shiesty featuring lil durk
2021-01-16,94,Hell Of A View,Eric Church,0.0,94,1,hell of a view,eric church
2021-01-16,95,Almost Maybes,Jordan Davis,0.0,95,1,almost maybes,jordan davis
2021-01-16,96,Everywhere But On,Matt Stell,0.0,48,12,everywhere but on,matt stell
2021-01-16,97,Lady,Brett Young,0.0,97,1,lady,brett young
2021-01-16,98,Still Goin Down,Morgan Wallen,0.0,46,3,still goin down,morgan wallen
2021-01-16,99,Reminds Me Of You,The Kid LAROI & Juice WRLD,0.0,89,2,reminds me of you,the kid laroi and juice wrld
2021-01-16,100,Heat Waves,Glass Animals,0.0,100,1,heat waves,glass animals
2021-01-09,1,Mood,24kGoldn Featuring iann dior,7.0,1,21,mood,24kgoldn featuring iann dior
2021-01-09,2,Positions,Ariana Grande,14.0,1,10,positions,ariana grande
2021-01-09,3,Blinding Lights,The Weeknd,0.0,1,56,blinding lights,the weeknd
2021-01-09,4,Holy,Justin Bieber Featuring Chance The Rapper,21.0,3,15,holy,justin bieber featuring chance the rapper
2021-01-09,5,Dynamite,BTS,44.0,1,19,dynamite,bts
2021-01-09,6,Go Crazy,Chris Brown & Young Thug,24.0,6,34,go crazy,chris brown and young thug
2021-01-09,7,Laugh Now Cry Later,Drake Featuring Lil Durk,25.0,2,20,laugh now cry later,drake featuring lil durk
2021-01-09,8,I Hope,Gabby Barrett Featuring Charlie Puth,30.0,3,53,i hope,gabby barrett featuring charlie puth
2021-01-09,9,All I Want For Christmas Is You,Mariah Carey,1.0,1,44,all i want for christmas is you,mariah carey
2021-01-09,10,Levitating,Dua Lipa Featuring DaBaby,27.0,10,13,levitating,dua lipa featuring dababy
2021-01-09,11,Bang!,AJR,37.0,11,26,bang,ajr
2021-01-09,12,Rockin' Around The Christmas Tree,Brenda Lee,2.0,2,39,rockin' around the christmas tree,brenda lee
2021-01-09,13,For The Night,Pop Smoke Featuring Lil Baby & DaBaby,29.0,6,26,for the night,pop smoke featuring lil baby and dababy
2021-01-09,14,Lemonade,Internet Money & Gunna Featuring Don Toliver & NAV,31.0,6,20,lemonade,internet money and gunna featuring don toliver and nav
2021-01-09,15,Jingle Bell Rock,Bobby Helms,3.0,3,36,jingle bell rock,bobby helms
2021-01-09,16,Kings & Queens,Ava Max,41.0,13,21,kings and queens,ava max
2021-01-09,17,A Holly Jolly Christmas,Burl Ives,4.0,4,20,a holly jolly christmas,burl ives
2021-01-09,18,Therefore I Am,Billie Eilish,42.0,2,8,therefore i am,billie eilish
2021-01-09,19,34+35,Ariana Grande,40.0,8,9,34 35,ariana grande
2021-01-09,20,Dakiti,Bad Bunny & Jhay Cortez,34.0,5,9,dakiti,bad bunny and jhay cortez
2021-01-09,21,Body,Megan Thee Stallion,35.0,12,6,body,megan thee stallion
2021-01-09,22,What You Know Bout Love,Pop Smoke,51.0,22,17,what you know bout love,pop smoke
2021-01-09,23,Willow,Taylor Swift,38.0,1,3,willow,taylor swift
2021-01-09,24,Better Together,Luke Combs,57.0,24,13,better together,luke combs
2021-01-09,25,Lonely,Justin Bieber & benny blanco,53.0,14,11,lonely,justin bieber and benny blanco
2021-01-09,26,Rockstar,DaBaby Featuring Roddy Ricch,0.0,1,36,rockstar,dababy featuring roddy ricch
2021-01-09,27,Whoopty,CJ,52.0,27,8,whoopty,cj
2021-01-09,28,It's The Most Wonderful Time Of The Year,Andy Williams,5.0,5,21,it's the most wonderful time of the year,andy williams
2021-01-09,29,Run Rudolph Run,Chuck Berry,10.0,10,9,run rudolph run,chuck berry
2021-01-09,30,Before You Go,Lewis Capaldi,0.0,9,45,before you go,lewis capaldi
2021-01-09,31,Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,0.0,1,27,savage love,jawsh 685 x jason derulo
2021-01-09,32,Afterglow,Ed Sheeran,59.0,32,2,afterglow,ed sheeran
2021-01-09,33,More Than My Hometown,Morgan Wallen,0.0,15,27,more than my hometown,morgan wallen
2021-01-09,34,Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",0.0,2,46,whats poppin,jack harlow featuring dababy tory lanez and lil wayne
2021-01-09,35,Starting Over,Chris Stapleton,66.0,25,18,starting over,chris stapleton
2021-01-09,36,WAP,Cardi B Featuring Megan Thee Stallion,55.0,1,21,wap,cardi b featuring megan thee stallion
