song_base,artist_canon,genius_full_title,genius_primary_artist,match_score_num,genius_url
marvin and chardonnay,big sean featuring kanye west and roscoe dash,,,0.0,
my last,big sean featuring chris brown,,,0.0,
till the world ends,britney spears featuring nicki minaj and ke$ha,,,0.0,
otis,jay z kanye west featuring otis redding,,,0.0,
e t,katy perry featuring kanye west,,,0.0,
timber,pitbull featuring ke$ha,,,0.0,
give me everything,"pitbull featuring ne-yo, afrojack and nayer",,,0.0,
moves like jagger,maroon 5 featuring christina aguilera,,,0.0,
party rock anthem,lmfao featuring lauren bennett and goonrock,,,0.0,
far away,tyga featuring chris richardson,,,0.0,
all the stars,kendrick lamar and sza,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
finesse,bruno mars and cardi b,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
havana,camila cabello featuring young thug,,,0.0,
the greatest show,"hugh jackman, keala settle, zac efron, zendaya and the greatest showman ensemble",,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
corazon,maluma x nego do borel,,,0.0,
ice tray,quavo and lil yachty,,,0.0,
best friend,"sofi tukker featuring nervo, the knocks and alisa ueno",,,0.0,
mic drop,bts featuring desiigner,,,0.0,
king's dead,"jay rock, kendrick lamar, future and james blake",,,0.0,
la modelo,ozuna x cardi b,,,0.0,
this is me,keala settle and the greatest showman ensemble,,,0.0,
pretty girls,iyaz featuring travie mccoy,,,0.0,
this is me,keala settle and the greatest showman ensemble,,,0.0,
all the stars,kendrick lamar and sza,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
silence,marshmello featuring khalid,,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
ric flair drip,offset and metro boomin,,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
lemon,n*e*r*d and rihanna,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
river,eminem featuring ed sheeran,,,0.0,
sky walker,miguel featuring travis scott,,,0.0,
young dumb and broke,khalid,,,0.0,
plain jane,a$ap ferg featuring nicki minaj,,,0.0,
wolves,selena gomez x marshmello,,,0.0,
end game,taylor swift featuring ed sheeran and future,,,0.0,
booty wurk,t-pain featuring joey galaxy,,,0.0,
ni as in paris,jay z kanye west,,,0.0,
easy,rascal flatts featuring natasha bedingfield,,,0.0,
pretty girls,iyaz featuring travie mccoy,,,0.0,
marvin and chardonnay,big sean featuring kanye west and roscoe dash,,,0.0,
e t,katy perry featuring kanye west,,,0.0,
otis,jay z kanye west featuring otis redding,,,0.0,
wasted,tiesto featuring matthew koma,,,0.0,
give me everything,"pitbull featuring ne-yo, afrojack and nayer",,,0.0,
moves like jagger,maroon 5 featuring christina aguilera,,,0.0,
corazon,maluma x nego do borel,,,0.0,
ice tray,quavo and lil yachty,,,0.0,
best friend,"sofi tukker featuring nervo, the knocks and alisa ueno",,,0.0,
mic drop,bts featuring desiigner,,,0.0,
la modelo,ozuna x cardi b,,,0.0,
keke,"6ix9ine, fetty wap and a boogie wit da hoodie",,,0.0,
despacito,luis fonsi and daddy yankee featuring justin bieber,,,0.0,
river,eminem featuring ed sheeran,,,0.0,
sky walker,miguel featuring travis scott,,,0.0,
plain jane,a$ap ferg featuring nicki minaj,,,0.0,
young dumb and broke,khalid,,,0.0,
wolves,selena gomez x marshmello,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
finesse,bruno mars and cardi b,,,0.0,
havana,camila cabello featuring young thug,,,0.0,
krippy kush,"farruko, nicki minaj, bad bunny, 21 savage and rvssian",,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
king's dead,"jay rock, kendrick lamar, future and james blake",,,0.0,
the greatest show,"hugh jackman, keala settle, zac efron, zendaya and the greatest showman ensemble",,,0.0,
best friend,"sofi tukker featuring nervo, the knocks and alisa ueno",,,0.0,
for you,liam payne and rita ora,,,0.0,
ice tray,quavo and lil yachty,,,0.0,
mic drop,bts featuring desiigner,,,0.0,
this is me,keala settle and the greatest showman ensemble,,,0.0,
la modelo,ozuna x cardi b,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
lemon,n*e*r*d and rihanna,,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
ric flair drip,offset and metro boomin,,,0.0,
silence,marshmello featuring khalid,,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
all the stars,kendrick lamar and sza,,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
end game,taylor swift featuring ed sheeran and future,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
martians vs goblins,"game featuring lil wayne and tyler, the creator",,,0.0,
that way,wale featuring jeremih and rick ross,,,0.0,
booty wurk,t-pain featuring joey galaxy,,,0.0,
far away,tyga featuring chris richardson,,,0.0,
ni as in paris,jay z kanye west,,,0.0,
easy,rascal flatts featuring natasha bedingfield,,,0.0,
pretty girls,iyaz featuring travie mccoy,,,0.0,
marvin and chardonnay,big sean featuring kanye west and roscoe dash,,,0.0,
e t,katy perry featuring kanye west,,,0.0,
otis,jay z kanye west featuring otis redding,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
havana,camila cabello featuring young thug,,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
corazon,maluma x nego do borel,,,0.0,
krippy kush,"farruko, nicki minaj, bad bunny, 21 savage and rvssian",,,0.0,
the greatest show,"hugh jackman, keala settle, zac efron, zendaya and the greatest showman ensemble",,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
silence,marshmello featuring khalid,,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
end game,taylor swift featuring ed sheeran and future,,,0.0,
sky walker,miguel featuring travis scott,,,0.0,
finesse,bruno mars and cardi b,,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
plain jane,a$ap ferg featuring nicki minaj,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
wolves,selena gomez x marshmello,,,0.0,
despacito,luis fonsi and daddy yankee featuring justin bieber,,,0.0,
young dumb and broke,khalid,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
party rock anthem,lmfao featuring lauren bennett and goonrock,,,0.0,
best friend,"sofi tukker featuring nervo, the knocks and alisa ueno",,,0.0,
f k love,xxxtentacion featuring trippie redd,,,0.0,
wanted you,nav featuring lil uzi vert,,,0.0,
the greatest show,"hugh jackman, keala settle, zac efron, zendaya and the greatest showman ensemble",,,0.0,
dusk till dawn,zayn featuring sia,,,0.0,
corazon,maluma x nego do borel,,,0.0,
this is me,keala settle and the greatest showman ensemble,,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
krippy kush,"farruko, nicki minaj, bad bunny, 21 savage and rvssian",,,0.0,
ice tray,quavo and lil yachty,,,0.0,
mic drop,bts featuring desiigner,,,0.0,
la modelo,ozuna x cardi b,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
ric flair drip,offset and metro boomin,,,0.0,
lemon,n*e*r*d and rihanna,,,0.0,
river,eminem featuring ed sheeran,,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
silence,marshmello featuring khalid,,,0.0,
river,eminem featuring ed sheeran,,,0.0,
sky walker,miguel featuring travis scott,,,0.0,
end game,taylor swift featuring ed sheeran and future,,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
plain jane,a$ap ferg featuring nicki minaj,,,0.0,
despacito,luis fonsi and daddy yankee featuring justin bieber,,,0.0,
wolves,selena gomez x marshmello,,,0.0,
young dumb and broke,khalid,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
havana,camila cabello featuring young thug,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
mic drop,bts featuring desiigner,,,0.0,
ice tray,quavo and lil yachty,,,0.0,
studio,schoolboy q featuring bj the chicago kid,,,0.0,
give me everything,"pitbull featuring ne-yo, afrojack and nayer",,,0.0,
party rock anthem,lmfao featuring lauren bennett and goonrock,,,0.0,
moves like jagger,maroon 5 featuring christina aguilera,,,0.0,
ni as in paris,jay z kanye west,,,0.0,
it's good,lil wayne featuring drake and jadakiss,,,0.0,
easy,rascal flatts featuring natasha bedingfield,,,0.0,
pretty girls,iyaz featuring travie mccoy,,,0.0,
marvin and chardonnay,big sean featuring kanye west and roscoe dash,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
ric flair drip,offset and metro boomin,,,0.0,
la modelo,ozuna x cardi b,,,0.0,
lemon,n*e*r*d and rihanna,,,0.0,
sky walker,miguel featuring travis scott,,,0.0,
young dumb and broke,khalid,,,0.0,
despacito,luis fonsi and daddy yankee featuring justin bieber,,,0.0,
silence,marshmello featuring khalid,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
wolves,selena gomez x marshmello,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
havana,camila cabello featuring young thug,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
dusk till dawn,zayn featuring sia,,,0.0,
f k love,xxxtentacion featuring trippie redd,,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
krippy kush,"farruko, nicki minaj, bad bunny, 21 savage and rvssian",,,0.0,
faking it,calvin harris featuring kehlani and lil yachty,,,0.0,
ghostface killers,"21 savage, offset and metro boomin featuring travis scott",,,0.0,
f k love,xxxtentacion featuring trippie redd,,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
dusk till dawn,zayn featuring sia,,,0.0,
wanted you,nav featuring lil uzi vert,,,0.0,
pull up n wreck,big sean and metro boomin featuring 21 savage,,,0.0,
mic drop,bts featuring desiigner,,,0.0,
go legend,big sean and metro boomin featuring travis scott,,,0.0,
lemon,n*e*r*d and rihanna,,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
end game,taylor swift featuring ed sheeran and future,,,0.0,
plain jane,a$ap ferg featuring nicki minaj,,,0.0,
ric flair drip,offset and metro boomin,,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
e t,katy perry featuring kanye west,,,0.0,
without you,david guetta featuring usher,,,0.0,
rather be,clean bandit featuring jess glynne,,,0.0,
otis,jay z kanye west featuring otis redding,,,0.0,
or nah,ty dolla $ign featuring wiz khalifa and dj mustard,,,0.0,
give me everything,"pitbull featuring ne-yo, afrojack and nayer",,,0.0,
party rock anthem,lmfao featuring lauren bennett and goonrock,,,0.0,
moves like jagger,maroon 5 featuring christina aguilera,,,0.0,
far away,tyga featuring chris richardson,,,0.0,
that way,wale featuring jeremih and rick ross,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
havana,camila cabello featuring young thug,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
wanted you,nav featuring lil uzi vert,,,0.0,
mic drop,bts featuring desiigner,,,0.0,
lemon,n*e*r*d and rihanna,,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
congratulations,post malone featuring quavo,,,0.0,
ric flair drip,offset and metro boomin,,,0.0,
plain jane,a$ap ferg featuring nicki minaj,,,0.0,
end game,taylor swift featuring ed sheeran and future,,,0.0,
sky walker,miguel featuring travis scott,,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
silence,marshmello featuring khalid,,,0.0,
despacito,luis fonsi and daddy yankee featuring justin bieber,,,0.0,
young dumb and broke,khalid,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
wolves,selena gomez x marshmello,,,0.0,
young dumb and broke,khalid,,,0.0,
wolves,selena gomez x marshmello,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
havana,camila cabello featuring young thug,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
criminal,natti natasha x ozuna,,,0.0,
faking it,calvin harris featuring kehlani and lil yachty,,,0.0,
trophies,young money featuring drake,,,0.0,
krippy kush,"farruko, nicki minaj, bad bunny, 21 savage and rvssian",,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
f k love,xxxtentacion featuring trippie redd,,,0.0,
ghostface killers,"21 savage, offset and metro boomin featuring travis scott",,,0.0,
dusk till dawn,zayn featuring sia,,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
ghostface killers,"21 savage, offset and metro boomin featuring travis scott",,,0.0,
dusk till dawn,zayn featuring sia,,,0.0,
wanted you,nav featuring lil uzi vert,,,0.0,
lemon,n*e*r*d and rihanna,,,0.0,
sky walker,miguel featuring travis scott,,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
ric flair drip,offset and metro boomin,,,0.0,
congratulations,post malone featuring quavo,,,0.0,
plain jane,a$ap ferg featuring nicki minaj,,,0.0,
silence,marshmello featuring khalid,,,0.0,
mic drop,bts featuring desiigner,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
despacito,luis fonsi and daddy yankee featuring justin bieber,,,0.0,
havana,camila cabello featuring young thug,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
total eclipse of the heart,chloe kohanski,,,0.0,
ni as in paris,jay z kanye west,,,0.0,
easy,rascal flatts featuring natasha bedingfield,,,0.0,
pretty girls,iyaz featuring travie mccoy,,,0.0,
no mediocre,t.i. featuring iggy azalea,,,0.0,
marvin and chardonnay,big sean featuring kanye west and roscoe dash,,,0.0,
otis,jay z kanye west featuring otis redding,,,0.0,
without you,david guetta featuring usher,,,0.0,
move that doh,"future featuring pharrell, pusha t and casino",,,0.0,
give me everything,"pitbull featuring ne-yo, afrojack and nayer",,,0.0,
faking it,calvin harris featuring kehlani and lil yachty,,,0.0,
krippy kush,"farruko, nicki minaj, bad bunny, 21 savage and rvssian",,,0.0,
end game,taylor swift featuring ed sheeran and future,,,0.0,
f k love,xxxtentacion featuring trippie redd,,,0.0,
sky walker,miguel featuring travis scott,,,0.0,
ric flair drip,offset and metro boomin,,,0.0,
let me go,hailee steinfeld and alesso featuring florida georgia line and watt,,,0.0,
plain jane,a$ap ferg featuring nicki minaj,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
silence,marshmello featuring khalid,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
congratulations,post malone featuring quavo,,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
young dumb and broke,khalid,,,0.0,
wolves,selena gomez x marshmello,,,0.0,
despacito,luis fonsi and daddy yankee featuring justin bieber,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
despacito,luis fonsi and daddy yankee featuring justin bieber,,,0.0,
unforgettable,french montana featuring swae lee,,,0.0,
motorsport,"migos, nicki minaj and cardi b",,,0.0,
no limit,g-eazy featuring a$ap rocky and cardi b,,,0.0,
mi gente,j balvin and willy william featuring beyonce,,,0.0,
1-800-273-8255,logic featuring alessia cara and khalid,,,0.0,
havana,camila cabello featuring young thug,,,0.0,
rockstar,post malone featuring 21 savage,,,0.0,
faking it,calvin harris featuring kehlani and lil yachty,,,0.0,
end game,taylor swift featuring ed sheeran and future,,,0.0,
f k love,xxxtentacion featuring trippie redd,,,0.0,
mayores,becky g featuring bad bunny,,,0.0,
dusk till dawn,zayn featuring sia,,,0.0,
ghostface killers,"21 savage, offset and metro boomin featuring travis scott",,,0.0,
wanted you,nav featuring lil uzi vert,,,0.0,
lemon,n*e*r*d and rihanna,,,0.0,
crew,goldlink featuring brent faiyaz and shy glizzy,,,0.0,
something just like this,the chainsmokers and coldplay,,,0.0,
pills and automobiles,"chris brown featuring yo gotti, a boogie wit da hoodie and kodak black",,,0.0,
silence,marshmello featuring khalid,,,0.0,
we are one the 2014 fifa world cup official song,pitbull featuring jennifer lopez and claudia leitte,,,0.0,
love,kendrick lamar featuring zacari,,,0.0,
party rock anthem,lmfao featuring lauren bennett and goonrock,,,0.0,
