date,rank,song,artist,last-week,peak-rank,weeks-on-board
2021-10-16,79,In The Bible,Drake Featuring Lil Durk & Giveon,72.0,7,5
2021-10-16,80,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,98.0,80,2
2021-10-16,81,Bad Morning,YoungBoy Never Broke Again,28.0,28,2
2021-10-16,82,Yonaguni,Bad Bunny,89.0,10,18
2021-10-16,83,The Feels,TWICE,0.0,83,1
2021-10-16,84,Summer Of Love,Shawn Mendes & Tainy,93.0,48,7
2021-10-16,85,Get Into It (Yuh),Doja Cat,94.0,68,9
2021-10-16,86,Nevada,YoungBoy Never Broke Again,58.0,58,2
2021-10-16,87,Waves,Luke Bryan,70.0,24,16
2021-10-16,88,Life Support,YoungBoy Never Broke Again,48.0,48,4
2021-10-16,89,Me (FWM),Meek Mill Featuring A$AP Ferg,0.0,89,1
2021-10-16,90,Love Train,Meek Mill,0.0,90,1
2021-10-16,91,Feelin Like Tunechi,Lil Wayne Featuring Rich The Kid,0.0,91,1
2021-10-16,92,One Mississippi,Kane Brown,0.0,73,2
2021-10-16,93,Ghost,Justin Bieber,0.0,66,2
2021-10-16,94,Sand In My Boots,Morgan Wallen,0.0,32,12
2021-10-16,95,Ride For You,Meek Mill Featuring Kehlani,0.0,95,1
2021-10-16,96,Esta Danada,Ivan Cornejo,0.0,96,1
2021-10-16,97,Whiskey And Rain,Michael Ray,0.0,97,1
2021-10-16,98,TSU,Drake,84.0,9,5
2021-10-16,99,Love All,Drake Featuring JAY-Z,87.0,10,5
2021-10-16,100,No Where,YoungBoy Never Broke Again,40.0,40,2
2021-10-09,1,My Universe,Coldplay x BTS,0.0,1,1
2021-10-09,2,Stay,The Kid LAROI & Justin Bieber,1.0,1,12
2021-10-09,3,Industry Baby,Lil Nas X & Jack Harlow,2.0,2,10
2021-10-09,4,Way 2 Sexy,Drake Featuring Future & Young Thug,3.0,1,4
2021-10-09,5,Fancy Like,Walker Hayes,5.0,5,15
2021-10-09,6,Bad Habits,Ed Sheeran,4.0,2,14
2021-10-09,7,Good 4 U,Olivia Rodrigo,6.0,1,20
2021-10-09,8,Kiss Me More,Doja Cat Featuring SZA,7.0,3,25
2021-10-09,9,Knife Talk,Drake Featuring 21 Savage & Project Pat,8.0,4,4
2021-10-09,10,Levitating,Dua Lipa,11.0,2,52
2021-10-09,11,Essence,Wizkid Featuring Justin Bieber & Tems,14.0,11,13
2021-10-09,12,Save Your Tears,The Weeknd & Ariana Grande,12.0,1,42
2021-10-09,13,Montero (Call Me By Your Name),Lil Nas X,9.0,1,27
2021-10-09,14,Shivers,Ed Sheeran,17.0,14,3
2021-10-09,15,Heat Waves,Glass Animals,16.0,15,37
2021-10-09,16,Need To Know,Doja Cat,18.0,14,16
2021-10-09,17,Girls Want Girls,Drake Featuring Lil Baby,13.0,2,4
2021-10-09,18,You Right,Doja Cat & The Weeknd,19.0,11,14
2021-10-09,19,Beggin',Maneskin,20.0,19,14
2021-10-09,20,Wockesha,Moneybagg Yo,35.0,20,23
2021-10-09,21,If I Didn't Love You,Jason Aldean & Carrie Underwood,22.0,15,10
2021-10-09,22,Take My Breath,The Weeknd,21.0,6,8
2021-10-09,23,Fair Trade,Drake Featuring Travis Scott,15.0,3,4
2021-10-09,24,Thats What I Want,Lil Nas X,10.0,10,2
2021-10-09,25,Traitor,Olivia Rodrigo,25.0,9,19
2021-10-09,26,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,29.0,26,13
2021-10-09,27,Chasing After You,Ryan Hurd With Maren Morris,32.0,27,22
2021-10-09,28,Bad Morning,YoungBoy Never Broke Again,0.0,28,1
2021-10-09,29,Pepas,Farruko,27.0,26,10
2021-10-09,30,Deja Vu,Olivia Rodrigo,23.0,3,26
2021-10-09,31,Happier Than Ever,Billie Eilish,28.0,11,9
2021-10-09,32,Your Heart,Joyner Lucas & J. Cole,0.0,32,1
2021-10-09,33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),33.0,1,30
2021-10-09,34,Hurricane,Kanye West,31.0,6,5
2021-10-09,35,A-O-K,Tai Verdes,39.0,35,13
2021-10-09,36,Butter,BTS,24.0,1,19
2021-10-09,37,On My Side,YoungBoy Never Broke Again,71.0,37,2
2021-10-09,38,Too Easy,Gunna & Future,0.0,38,1
2021-10-09,39,Leave Before You Love Me,Marshmello X Jonas Brothers,26.0,19,19
2021-10-09,40,No Where,YoungBoy Never Broke Again,0.0,40,1
2021-10-09,41,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,36.0,1,28
2021-10-09,42,Family Ties,Baby Keem & Kendrick Lamar,38.0,18,5
2021-10-09,43,Memory I Don't Mess With,Lee Brice,54.0,43,10
2021-10-09,44,Late At Night,Roddy Ricch,45.0,20,17
2021-10-09,45,Things A Man Oughta Know,Lainey Wilson,34.0,32,20
2021-10-09,46,Cold Heart (PNAU Remix),Elton John & Dua Lipa,74.0,46,4
2021-10-09,47,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,44.0,44,3
2021-10-09,48,Life Support,YoungBoy Never Broke Again,79.0,48,3
2021-10-09,49,I Was On A Boat That Day,Old Dominion,53.0,49,13
2021-10-09,50,Love Nwantiti (Ah Ah Ah),CKay,80.0,50,2
2021-10-09,51,Wild Side,Normani Featuring Cardi B,52.0,14,11
2021-10-09,52,Whole Lotta Money,BIA Featuring Nicki Minaj,58.0,16,12
2021-10-09,53,Hold Me Down,YoungBoy Never Broke Again,0.0,53,1
2021-10-09,54,Champagne Poetry,Drake,30.0,4,4
2021-10-09,55,Buy Dirt,Jordan Davis Featuring Luke Bryan,55.0,51,8
2021-10-09,56,Have Mercy,Chloe,56.0,28,3
2021-10-09,57,Love Again,Dua Lipa,51.0,51,11
2021-10-09,58,Nevada,YoungBoy Never Broke Again,0.0,58,1
2021-10-09,59,50 Shots,YoungBoy Never Broke Again,0.0,59,1
2021-10-09,60,No Friends In The Industry,Drake,40.0,11,4
2021-10-09,61,Smoke Strong,YoungBoy Never Broke Again,0.0,61,1
2021-10-09,62,Break Or Make Me,YoungBoy Never Broke Again,0.0,62,1
2021-10-09,63,You Time,Scotty McCreery,50.0,50,9
2021-10-09,64,Gyalis,Capella Grey,64.0,64,9
2021-10-09,65,Cold As You,Luke Combs,69.0,65,9
2021-10-09,66,My Boy,Elvie Shane,67.0,66,14
2021-10-09,67,Sincerely,YoungBoy Never Broke Again,0.0,67,1
2021-10-09,68,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,70.0,53,23
2021-10-09,69,I Can't Take It Back,YoungBoy Never Broke Again,0.0,69,1
2021-10-09,70,Waves,Luke Bryan,60.0,24,15
2021-10-09,71,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,61.0,22,5
2021-10-09,72,In The Bible,Drake Featuring Lil Durk & Giveon,43.0,7,4
2021-10-09,73,Thot Shit,Megan Thee Stallion,49.0,16,16
2021-10-09,74,Rumors,Lizzo Featuring Cardi B,46.0,4,7
2021-10-09,75,Woman,Doja Cat,62.0,62,9
2021-10-09,76,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,81.0,76,7
2021-10-09,77,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",78.0,77,9
2021-10-09,78,2055,Sleepy Hallow,65.0,51,11
2021-10-09,79,Memory,Kane Brown X blackbear,73.0,50,12
2021-10-09,80,Forgiato,YoungBoy Never Broke Again,0.0,80,1
2021-10-09,81,You Should Probably Leave,Chris Stapleton,83.0,63,13
2021-10-09,82,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77.0,24,18
2021-10-09,83,Rich Shit,YoungBoy Never Broke Again,0.0,83,1
2021-10-09,84,TSU,Drake,48.0,9,4
2021-10-09,85,Volvi,Aventura x Bad Bunny,75.0,22,9
2021-10-09,86,Todo de Ti,Rauw Alejandro,82.0,32,18
2021-10-09,87,Love All,Drake Featuring JAY-Z,57.0,10,4
2021-10-09,88,N 2 Deep,Drake Featuring Future,59.0,12,4
2021-10-09,89,Yonaguni,Bad Bunny,85.0,10,17
2021-10-09,90,Knowing You,Kenny Chesney,96.0,87,7
2021-10-09,91,For Tonight,Giveon,0.0,91,1
2021-10-09,92,Baddest Thing,YoungBoy Never Broke Again,0.0,92,1
2021-10-09,93,Summer Of Love,Shawn Mendes & Tainy,87.0,48,6
2021-10-09,94,Get Into It (Yuh),Doja Cat,84.0,68,8
2021-10-09,95,Same Boat,Zac Brown Band,98.0,95,2
2021-10-09,96,Pipe Down,Drake,68.0,14,4
2021-10-09,97,Papi's Home,Drake,66.0,8,4
2021-10-09,98,Chosen,Blxst & Tyga Featuring Ty Dolla $ign,0.0,98,1
2021-10-09,99,Toxic Punk,YoungBoy Never Broke Again,0.0,99,1
2021-10-09,100,Moon,Kanye West,76.0,17,5
2021-10-02,1,Stay,The Kid LAROI & Justin Bieber,1.0,1,11
2021-10-02,2,Industry Baby,Lil Nas X & Jack Harlow,6.0,2,9
2021-10-02,3,Way 2 Sexy,Drake Featuring Future & Young Thug,2.0,1,3
2021-10-02,4,Bad Habits,Ed Sheeran,3.0,2,13
2021-10-02,5,Fancy Like,Walker Hayes,5.0,5,14
2021-10-02,6,Good 4 U,Olivia Rodrigo,7.0,1,19
2021-10-02,7,Kiss Me More,Doja Cat Featuring SZA,8.0,3,24
2021-10-02,8,Knife Talk,Drake Featuring 21 Savage & Project Pat,4.0,4,3
2021-10-02,9,Montero (Call Me By Your Name),Lil Nas X,13.0,1,26
2021-10-02,10,Thats What I Want,Lil Nas X,0.0,10,1
2021-10-02,11,Levitating,Dua Lipa,9.0,2,51
2021-10-02,12,Save Your Tears,The Weeknd & Ariana Grande,12.0,1,41
2021-10-02,13,Girls Want Girls,Drake Featuring Lil Baby,10.0,2,3
2021-10-02,14,Essence,Wizkid Featuring Justin Bieber & Tems,17.0,13,12
2021-10-02,15,Fair Trade,Drake Featuring Travis Scott,11.0,3,3
2021-10-02,16,Heat Waves,Glass Animals,15.0,15,36
2021-10-02,17,Shivers,Ed Sheeran,16.0,16,2
2021-10-02,18,Need To Know,Doja Cat,21.0,14,15
2021-10-02,19,You Right,Doja Cat & The Weeknd,18.0,11,13
2021-10-02,20,Beggin',Maneskin,30.0,20,13
2021-10-02,21,Take My Breath,The Weeknd,23.0,6,7
2021-10-02,22,If I Didn't Love You,Jason Aldean & Carrie Underwood,24.0,15,9
2021-10-02,23,Deja Vu,Olivia Rodrigo,20.0,3,25
2021-10-02,24,Butter,BTS,14.0,1,18
2021-10-02,25,Traitor,Olivia Rodrigo,37.0,9,18
2021-10-02,26,Leave Before You Love Me,Marshmello X Jonas Brothers,32.0,19,18
2021-10-02,27,Pepas,Farruko,34.0,26,9
2021-10-02,28,Happier Than Ever,Billie Eilish,36.0,11,8
2021-10-02,29,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,43.0,29,12
2021-10-02,30,Champagne Poetry,Drake,19.0,4,3
2021-10-02,31,Hurricane,Kanye West,26.0,6,4
2021-10-02,32,Chasing After You,Ryan Hurd With Maren Morris,39.0,32,21
2021-10-02,33,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),31.0,1,29
2021-10-02,34,Things A Man Oughta Know,Lainey Wilson,38.0,32,19
2021-10-02,35,Wockesha,Moneybagg Yo,50.0,33,22
2021-10-02,36,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,40.0,1,27
2021-10-02,37,Wildest Dreams (Taylor's Version),Taylor Swift,0.0,37,1
2021-10-02,38,Family Ties,Baby Keem & Kendrick Lamar,25.0,18,4
2021-10-02,39,A-O-K,Tai Verdes,46.0,39,12
2021-10-02,40,No Friends In The Industry,Drake,22.0,11,3
2021-10-02,41,Arcade,Duncan Laurence,42.0,30,24
2021-10-02,42,Scoop,Lil Nas X Featuring Doja Cat,0.0,42,1
2021-10-02,43,In The Bible,Drake Featuring Lil Durk & Giveon,29.0,7,3
2021-10-02,44,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,64.0,44,2
2021-10-02,45,Late At Night,Roddy Ricch,49.0,20,16
2021-10-02,46,Rumors,Lizzo Featuring Cardi B,44.0,4,6
2021-10-02,47,Dolla Sign Slime,Lil Nas X Featuring Megan Thee Stallion,0.0,47,1
2021-10-02,48,TSU,Drake,27.0,9,3
2021-10-02,49,Thot Shit,Megan Thee Stallion,48.0,16,15
2021-10-02,50,You Time,Scotty McCreery,69.0,50,8
2021-10-02,51,Love Again,Dua Lipa,55.0,51,10
2021-10-02,52,Wild Side,Normani Featuring Cardi B,59.0,14,10
2021-10-02,53,I Was On A Boat That Day,Old Dominion,56.0,53,12
2021-10-02,54,Memory I Don't Mess With,Lee Brice,62.0,54,9
2021-10-02,55,Buy Dirt,Jordan Davis Featuring Luke Bryan,51.0,51,7
2021-10-02,56,Have Mercy,Chloe,28.0,28,2
2021-10-02,57,Love All,Drake Featuring JAY-Z,35.0,10,3
2021-10-02,58,Whole Lotta Money,BIA Featuring Nicki Minaj,61.0,16,11
2021-10-02,59,N 2 Deep,Drake Featuring Future,33.0,12,3
2021-10-02,60,Waves,Luke Bryan,52.0,24,14
2021-10-02,61,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,65.0,22,4
2021-10-02,62,Woman,Doja Cat,67.0,62,8
2021-10-02,63,Lonely,DaBaby X Lil Wayne,68.0,63,2
2021-10-02,64,Gyalis,Capella Grey,70.0,64,8
2021-10-02,65,2055,Sleepy Hallow,66.0,51,10
2021-10-02,66,Papi's Home,Drake,41.0,8,3
2021-10-02,67,My Boy,Elvie Shane,74.0,67,13
2021-10-02,68,Pipe Down,Drake,45.0,14,3
2021-10-02,69,Cold As You,Luke Combs,79.0,69,8
2021-10-02,70,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,73.0,53,22
2021-10-02,71,On My Side,YoungBoy Never Broke Again,0.0,71,1
2021-10-02,72,Dead Right Now,Lil Nas X,0.0,72,1
2021-10-02,73,Memory,Kane Brown X blackbear,81.0,50,11
2021-10-02,74,Cold Heart (PNAU Remix),Elton John & Dua Lipa,98.0,74,3
2021-10-02,75,Volvi,Aventura x Bad Bunny,80.0,22,8
2021-10-02,76,Moon,Kanye West,58.0,17,4
2021-10-02,77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,77.0,24,17
2021-10-02,78,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",94.0,78,8
2021-10-02,79,Life Support,YoungBoy Never Broke Again,63.0,63,2
2021-10-02,80,Love Nwantiti (Ah Ah Ah),CKay,0.0,80,1
2021-10-02,81,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,91.0,81,6
2021-10-02,82,Todo de Ti,Rauw Alejandro,82.0,32,17
2021-10-02,83,You Should Probably Leave,Chris Stapleton,92.0,63,12
2021-10-02,84,Get Into It (Yuh),Doja Cat,85.0,68,7
2021-10-02,85,Yonaguni,Bad Bunny,87.0,10,16
2021-10-02,86,Tales Of Dominica,Lil Nas X,0.0,86,1
2021-10-02,87,Summer Of Love,Shawn Mendes & Tainy,93.0,48,5
2021-10-02,88,One Of Me,Lil Nas X Featuring Elton John,0.0,88,1
2021-10-02,89,Race My Mind,Drake,54.0,18,3
2021-10-02,90,Lost In The Citadel,Lil Nas X,0.0,90,1
2021-10-02,91,Sun Goes Down,Lil Nas X,0.0,66,2
2021-10-02,92,7am On Bridle Path,Drake,57.0,16,3
2021-10-02,93,Off The Grid,Kanye West,75.0,11,4
2021-10-02,94,In Da Getto,J Balvin & Skrillex,90.0,90,3
2021-10-02,95,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),71.0,14,8
2021-10-02,96,Knowing You,Kenny Chesney,100.0,87,6
2021-10-02,97,Am I Dreaming,Lil Nas X Featuring Miley Cyrus,0.0,97,1
2021-10-02,98,Same Boat,Zac Brown Band,0.0,98,1
2021-10-02,99,Come Through,H.E.R. Featuring Chris Brown,95.0,64,15
2021-10-02,100,Don't Go Yet,Camila Cabello,88.0,42,9
2021-09-25,1,Stay,The Kid LAROI & Justin Bieber,6.0,1,10
2021-09-25,2,Way 2 Sexy,Drake Featuring Future & Young Thug,1.0,1,2
2021-09-25,3,Bad Habits,Ed Sheeran,13.0,2,12
2021-09-25,4,Knife Talk,Drake Featuring 21 Savage & Project Pat,5.0,4,2
2021-09-25,5,Fancy Like,Walker Hayes,21.0,5,13
2021-09-25,6,Industry Baby,Lil Nas X & Jack Harlow,20.0,2,8
2021-09-25,7,Good 4 U,Olivia Rodrigo,15.0,1,18
2021-09-25,8,Kiss Me More,Doja Cat Featuring SZA,19.0,3,23
2021-09-25,9,Levitating,Dua Lipa,23.0,2,50
2021-09-25,10,Girls Want Girls,Drake Featuring Lil Baby,2.0,2,2
2021-09-25,11,Fair Trade,Drake Featuring Travis Scott,3.0,3,2
2021-09-25,12,Save Your Tears,The Weeknd & Ariana Grande,28.0,1,40
2021-09-25,13,Montero (Call Me By Your Name),Lil Nas X,30.0,1,25
2021-09-25,14,Butter,BTS,17.0,1,17
2021-09-25,15,Heat Waves,Glass Animals,33.0,15,35
2021-09-25,16,Shivers,Ed Sheeran,0.0,16,1
2021-09-25,17,Essence,Wizkid Featuring Justin Bieber & Tems,34.0,13,11
2021-09-25,18,You Right,Doja Cat & The Weeknd,36.0,11,12
2021-09-25,19,Champagne Poetry,Drake,4.0,4,2
2021-09-25,20,Deja Vu,Olivia Rodrigo,31.0,3,24
2021-09-25,21,Need To Know,Doja Cat,38.0,14,14
2021-09-25,22,No Friends In The Industry,Drake,11.0,11,2
2021-09-25,23,Take My Breath,The Weeknd,37.0,6,6
2021-09-25,24,If I Didn't Love You,Jason Aldean & Carrie Underwood,43.0,15,8
2021-09-25,25,Family Ties,Baby Keem & Kendrick Lamar,44.0,18,3
2021-09-25,26,Hurricane,Kanye West,29.0,6,3
2021-09-25,27,TSU,Drake,9.0,9,2
2021-09-25,28,Have Mercy,Chloe,0.0,28,1
2021-09-25,29,In The Bible,Drake Featuring Lil Durk & Giveon,7.0,7,2
2021-09-25,30,Beggin',Maneskin,39.0,29,12
2021-09-25,31,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),46.0,1,28
2021-09-25,32,Leave Before You Love Me,Marshmello X Jonas Brothers,40.0,19,17
2021-09-25,33,N 2 Deep,Drake Featuring Future,12.0,12,2
2021-09-25,34,Pepas,Farruko,45.0,26,8
2021-09-25,35,Love All,Drake Featuring JAY-Z,10.0,10,2
2021-09-25,36,Happier Than Ever,Billie Eilish,42.0,11,7
2021-09-25,37,Traitor,Olivia Rodrigo,49.0,9,17
2021-09-25,38,Things A Man Oughta Know,Lainey Wilson,51.0,32,18
2021-09-25,39,Chasing After You,Ryan Hurd With Maren Morris,53.0,34,20
2021-09-25,40,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,47.0,1,26
2021-09-25,41,Papi's Home,Drake,8.0,8,2
2021-09-25,42,Arcade,Duncan Laurence,54.0,30,23
2021-09-25,43,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,56.0,43,11
2021-09-25,44,Rumors,Lizzo Featuring Cardi B,55.0,4,5
2021-09-25,45,Pipe Down,Drake,14.0,14,2
2021-09-25,46,A-O-K,Tai Verdes,60.0,46,11
2021-09-25,47,Country Again,Thomas Rhett,52.0,42,20
2021-09-25,48,Thot Shit,Megan Thee Stallion,57.0,16,14
2021-09-25,49,Late At Night,Roddy Ricch,59.0,20,15
2021-09-25,50,Wockesha,Moneybagg Yo,62.0,33,21
2021-09-25,51,Buy Dirt,Jordan Davis Featuring Luke Bryan,74.0,51,6
2021-09-25,52,Waves,Luke Bryan,48.0,24,13
2021-09-25,53,Range Brothers,Baby Keem & Kendrick Lamar,0.0,53,1
2021-09-25,54,Race My Mind,Drake,18.0,18,2
2021-09-25,55,Love Again,Dua Lipa,69.0,54,9
2021-09-25,56,I Was On A Boat That Day,Old Dominion,61.0,56,11
2021-09-25,57,7am On Bridle Path,Drake,16.0,16,2
2021-09-25,58,Moon,Kanye West,50.0,17,3
2021-09-25,59,Wild Side,Normani Featuring Cardi B,83.0,14,9
2021-09-25,60,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,64.0,20,20
2021-09-25,61,Whole Lotta Money,BIA Featuring Nicki Minaj,68.0,16,10
2021-09-25,62,Memory I Don't Mess With,Lee Brice,70.0,62,8
2021-09-25,63,Life Support,YoungBoy Never Broke Again,0.0,63,1
2021-09-25,64,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,0.0,64,1
2021-09-25,65,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,63.0,22,3
2021-09-25,66,2055,Sleepy Hallow,75.0,51,9
2021-09-25,67,Woman,Doja Cat,80.0,67,7
2021-09-25,68,Lonely,DaBaby X Lil Wayne,0.0,68,1
2021-09-25,69,You Time,Scotty McCreery,72.0,69,7
2021-09-25,70,Gyalis,Capella Grey,82.0,70,7
2021-09-25,71,Skate,Silk Sonic (Bruno Mars & Anderson .Paak),67.0,14,7
2021-09-25,72,IMY2,Drake Featuring Kid Cudi,22.0,22,2
2021-09-25,73,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,79.0,53,21
2021-09-25,74,My Boy,Elvie Shane,89.0,70,12
2021-09-25,75,Off The Grid,Kanye West,41.0,11,3
2021-09-25,76,Yebba's Heartbreak,Drake & Yebba,24.0,24,2
2021-09-25,77,Drinkin' Beer. Talkin' God. Amen.,Chase Rice Featuring Florida Georgia Line,71.0,24,16
2021-09-25,78,Get Along Better,Drake Featuring Ty Dolla $ign,27.0,27,2
2021-09-25,79,Cold As You,Luke Combs,76.0,76,7
2021-09-25,80,Volvi,Aventura x Bad Bunny,77.0,22,7
2021-09-25,81,Memory,Kane Brown X blackbear,86.0,50,10
2021-09-25,82,Todo de Ti,Rauw Alejandro,73.0,32,16
2021-09-25,83,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,25.0,25,2
2021-09-25,84,Lalisa,Lisa,0.0,84,1
2021-09-25,85,Get Into It (Yuh),Doja Cat,88.0,68,6
2021-09-25,86,Fountains,Drake Featuring Tems,26.0,26,2
2021-09-25,87,Yonaguni,Bad Bunny,84.0,10,15
2021-09-25,88,Don't Go Yet,Camila Cabello,93.0,42,8
2021-09-25,89,Single Saturday Night,Cole Swindell,90.0,26,20
2021-09-25,90,In Da Getto,J Balvin & Skrillex,0.0,90,2
2021-09-25,91,Thinking 'Bout You,Dustin Lynch Featuring Lauren Alaina Or MacKenzie Porter,94.0,91,5
2021-09-25,92,You Should Probably Leave,Chris Stapleton,92.0,63,11
2021-09-25,93,Summer Of Love,Shawn Mendes & Tainy,96.0,48,4
2021-09-25,94,Baddest,"Yung Bleu, Chris Brown & 2 Chainz",100.0,80,7
2021-09-25,95,Come Through,H.E.R. Featuring Chris Brown,0.0,64,14
2021-09-25,96,We Didn't Have Much,Justin Moore,81.0,41,13
2021-09-25,97,Ain't Shit,Doja Cat,97.0,24,12
2021-09-25,98,Cold Heart (PNAU Remix),Elton John & Dua Lipa,0.0,81,2
2021-09-25,99,Jail,Kanye West,58.0,10,3
2021-09-25,100,Knowing You,Kenny Chesney,0.0,87,5
2021-09-18,1,Way 2 Sexy,Drake Featuring Future & Young Thug,0.0,1,1
2021-09-18,2,Girls Want Girls,Drake Featuring Lil Baby,0.0,2,1
2021-09-18,3,Fair Trade,Drake Featuring Travis Scott,0.0,3,1
2021-09-18,4,Champagne Poetry,Drake,0.0,4,1
2021-09-18,5,Knife Talk,Drake Featuring 21 Savage & Project Pat,0.0,5,1
2021-09-18,6,Stay,The Kid LAROI & Justin Bieber,2.0,1,9
2021-09-18,7,In The Bible,Drake Featuring Lil Durk & Giveon,0.0,7,1
2021-09-18,8,Papi's Home,Drake,0.0,8,1
2021-09-18,9,TSU,Drake,0.0,9,1
2021-09-18,10,Love All,Drake Featuring JAY-Z,0.0,10,1
2021-09-18,11,No Friends In The Industry,Drake,0.0,11,1
2021-09-18,12,N 2 Deep,Drake Featuring Future,0.0,12,1
2021-09-18,13,Bad Habits,Ed Sheeran,3.0,2,11
2021-09-18,14,Pipe Down,Drake,0.0,14,1
2021-09-18,15,Good 4 U,Olivia Rodrigo,4.0,1,17
2021-09-18,16,7am On Bridle Path,Drake,0.0,16,1
2021-09-18,17,Butter,BTS,1.0,1,16
2021-09-18,18,Race My Mind,Drake,0.0,18,1
2021-09-18,19,Kiss Me More,Doja Cat Featuring SZA,5.0,3,22
2021-09-18,20,Industry Baby,Lil Nas X & Jack Harlow,7.0,2,7
2021-09-18,21,Fancy Like,Walker Hayes,9.0,9,12
2021-09-18,22,IMY2,Drake Featuring Kid Cudi,0.0,22,1
2021-09-18,23,Levitating,Dua Lipa,8.0,2,49
2021-09-18,24,Yebba's Heartbreak,Drake & Yebba,0.0,24,1
2021-09-18,25,You Only Live Twice,Drake Featuring Lil Wayne & Rick Ross,0.0,25,1
2021-09-18,26,Fountains,Drake Featuring Tems,0.0,26,1
2021-09-18,27,Get Along Better,Drake Featuring Ty Dolla $ign,0.0,27,1
2021-09-18,28,Save Your Tears,The Weeknd & Ariana Grande,14.0,1,39
2021-09-18,29,Hurricane,Kanye West,6.0,6,2
2021-09-18,30,Montero (Call Me By Your Name),Lil Nas X,15.0,1,24
2021-09-18,31,Deja Vu,Olivia Rodrigo,13.0,3,23
2021-09-18,32,Fucking Fans,Drake,0.0,32,1
2021-09-18,33,Heat Waves,Glass Animals,23.0,19,34
2021-09-18,34,Essence,Wizkid Featuring Justin Bieber & Tems,19.0,13,10
2021-09-18,35,The Remorse,Drake,0.0,35,1
2021-09-18,36,You Right,Doja Cat & The Weeknd,21.0,11,11
2021-09-18,37,Take My Breath,The Weeknd,25.0,6,5
2021-09-18,38,Need To Know,Doja Cat,24.0,14,13
2021-09-18,39,Beggin',Maneskin,35.0,29,11
2021-09-18,40,Leave Before You Love Me,Marshmello X Jonas Brothers,33.0,19,16
2021-09-18,41,Off The Grid,Kanye West,11.0,11,2
2021-09-18,42,Happier Than Ever,Billie Eilish,38.0,11,6
2021-09-18,43,If I Didn't Love You,Jason Aldean & Carrie Underwood,50.0,15,7
2021-09-18,44,Family Ties,Baby Keem & Kendrick Lamar,18.0,18,2
2021-09-18,45,Pepas,Farruko,36.0,26,7
2021-09-18,46,Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),29.0,1,27
2021-09-18,47,Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,31.0,1,25
2021-09-18,48,Waves,Luke Bryan,37.0,24,12
2021-09-18,49,Traitor,Olivia Rodrigo,39.0,9,16
2021-09-18,50,Moon,Kanye West,17.0,17,2
2021-09-18,51,Things A Man Oughta Know,Lainey Wilson,45.0,32,17
2021-09-18,52,Country Again,Thomas Rhett,51.0,42,19
2021-09-18,53,Chasing After You,Ryan Hurd With Maren Morris,47.0,34,19
2021-09-18,54,Arcade,Duncan Laurence,44.0,30,22
2021-09-18,55,Rumors,Lizzo Featuring Cardi B,32.0,4,4
2021-09-18,56,Cold Beer Calling My Name,Jameson Rodgers Featuring Luke Combs,55.0,45,10
2021-09-18,57,Thot Shit,Megan Thee Stallion,46.0,16,13
2021-09-18,58,Jail,Kanye West,10.0,10,2
2021-09-18,59,Late At Night,Roddy Ricch,48.0,20,14
2021-09-18,60,A-O-K,Tai Verdes,56.0,52,10
2021-09-18,61,I Was On A Boat That Day,Old Dominion,67.0,61,10
2021-09-18,62,Wockesha,Moneybagg Yo,54.0,33,20
2021-09-18,63,Sharing Locations,Meek Mill Featuring Lil Baby & Lil Durk,22.0,22,2
2021-09-18,64,Every Chance I Get,DJ Khaled Featuring Lil Baby & Lil Durk,49.0,20,19
